OBJECTID,SSAMPLENO,LONGITUDE,LATITUDE,SIO2,AL2O3,FE2O3,TIO2,CAO,MGO,MNO,NA2O,K2O,P2O5,BA,GA,SC,V,TH,PB,NI,CO,RB,SR,Y,ZR,NB,CR,CU,ZN,LA,CE,PR,ND,SM,EU,TB,GD,DY,HO,ER,TM,YB,LU,HF,TA,U,TREE
7584,57B/14/C2/C/14-15,76.9272,14.6558,44.86,20.67,16.86,0.87,1.24,1.47,1.2,0.48,1.73,0.07,301.2,9.6,11.1,81.4,7.3,6.8,19.7,16.8,48.6,79.1,2.5,312.5,18.5,281.7,25.9,15.1,51.41,114.4,10.62,36.23,5.78,0.95,0.67,4.55,3.83,0.71,2.06,0.35,2.2,0.37,9.72,0.93,2.09,229.58
2134,57B1/C/B1/12,76.1037,14.9381,54.05,12.97,6.2,1.43,4.52,4.21,0.16,1.39,1.81,0.07,1017,17,24,327,7,17,116,39,77,287,14,240,18,339,140,132,47.74,112.39,12.13,43.85,7.78,2.54,0.94,6.02,5.01,0.88,2.42,0.38,2.43,0.36,11.01,2.69,1.59,238.85
2135,57B1/C/B2/12,76.1579,14.9053,45.56,12.9,8.11,1.32,10.59,3.43,0.17,1.45,1.32,0.29,801,22,6,150,10,26,40,24,38,577,37,510,16,60,18,99,50.76,121.85,12.77,45.89,8.4,2.83,1.02,6.58,5.45,0.97,2.92,0.41,2.7,0.44,12.43,3.04,1.53,256.41
2137,57B1/C/C1/12,76.1836,14.9446,55.38,17.67,6.91,0.91,2.64,2.25,0.12,2.1,2.23,0.18,208,24,15,112,44,1,60,20,117,259,57,531,18,125,39,65,298.19,537.44,50.53,165.27,24.84,3.92,2.89,19.24,15.52,2.81,8.01,1.19,7.07,1.07,24.73,1.06,2.02,1118.75
2138,57B1/C/C2/12,76.2059,14.8885,46.39,14.02,7,0.71,9.91,3.32,0.13,1.73,0.73,0.11,659,21,8,90,5,25,55,20,25,428,25,204,9,70,37,78,48.45,92.28,11.38,43.05,8.24,2.32,1.07,7.13,6.39,1.21,3.67,0.55,3.36,0.53,10.6,0.65,0.77,222.5
2131,57B1/C/A1/12,76.03,14.9652,47.21,16.55,14.99,1.03,2.9,2.65,0.29,0.56,0.9,0.04,913,18,23,199,7,17,150,62,57,169,9,126,6,221,88,73,15.2,59.21,3.73,14.53,3.15,0.95,0.57,3.11,3.6,0.71,2.2,0.35,2.36,0.4,6.09,0.77,1.58,106.96
1902,57A03/A3/C/14,76.0417,15.2917,70.88,10.15,3.96,0.14,1.7,3.67,0.46,0.56,0.6,0.06,470.6,4.8,11.6,76,8.6,17.2,40.3,22.3,45.6,140.3,22.6,748,5.3,64.1,22.4,22.9,22.13,68.26,5.7,21.44,4.57,1.21,4.47,0.71,4.45,0.9,2.73,0.48,3.03,0.5,26.07,0.85,1.8,139.87
1901,57A03/A2/C/14,76.0417,15.375,49.28,21.72,9.85,0.08,0.87,1.27,0.27,1.12,0.89,0.05,308.2,13.7,16.1,142,9.8,18.4,111.8,23.6,83.2,81.1,24.3,294.7,2.5,137.1,51.6,26.1,35.68,47.71,8.07,29.48,5.44,1.26,5.25,0.84,5.37,1.02,3.09,0.51,3.38,0.53,10.04,0.93,0.61,146.79
1900,57A03/A1/C/14,76.0417,15.4583,56.58,13.97,6.46,0.15,2.56,4.16,0.44,0.7,0.83,0.06,443.6,7,16.4,113.4,9.5,16.2,67.4,24.7,64.2,128.2,18.1,274.5,2.5,83.3,43.9,37.6,17.5,40.81,4.87,17.92,3.56,0.87,3.52,0.57,3.56,0.66,1.99,0.32,2.11,0.35,9.11,0.77,0.56,98.04
1905,57A03/B3/C/14,76.125,15.2917,55.65,14.53,6.93,0.13,2.56,3.5,0.62,0.75,0.89,0.05,769.2,8.5,15.8,126.4,7.8,19.5,73,28.5,65.3,160.9,21.9,424.9,2.5,92.3,42.4,35.7,18.74,54.84,5.49,20.99,3.99,0.98,3.41,0.52,3.19,0.57,1.77,0.28,1.89,0.3,10.94,0.53,0.59,116.44
1904,57A03/B2/C/14,76.125,15.375,55.77,18.05,6.09,0.07,1.31,3.71,1.01,1.66,0.73,0.09,567,11.8,12.5,95.7,10.3,20.3,41.8,14,68.2,245.9,28.9,622.7,2.5,65.6,32,33.5,41.41,60.64,8.97,32.39,5.5,1.35,4.5,0.65,3.92,0.7,2.16,0.34,2.24,0.36,14.88,0.56,0.58,164.48
1903,57A03/B1/C/14,76.125,15.4583,49.02,22.87,9.89,0.08,1.11,0.94,0.44,1.21,0.86,0.05,308.8,17.8,13.8,130,7.5,17.1,136.2,19.5,86.1,77.6,26.9,389.4,2.5,192.4,50,39.2,28.97,44.88,6.56,24.36,4.5,1.13,4.37,0.69,4.12,0.78,2.33,0.38,2.51,0.41,12.31,0.89,0.65,125.3
1908,57A03/C3/C/14,76.2083,15.2917,58.88,19.27,6.59,0.07,0.96,1.19,0.75,2.43,0.68,0.05,664.4,12.3,12.8,91.4,11.8,23.6,63.6,12.7,97.8,138.5,30.9,516.6,5.1,91.7,37.8,38.1,37.07,54.33,8.15,29.78,5.55,1.4,5.33,0.84,5.38,1.01,3.13,0.53,3.44,0.55,15.25,0.89,0.78,155.65
1907,57A03/C2/C/14,76.2083,15.375,48.92,23.64,9.23,0.07,0.7,0.56,0.2,1.81,1,0.05,311.6,19.4,11.3,129.8,24,26.4,77.9,17.5,132,77.7,29.2,263,11.9,89.7,32.5,38.2,66.2,78.73,14.69,51.66,8.5,1.84,6.83,0.96,5.5,0.97,2.81,0.44,2.85,0.45,9.74,1.89,1.27,241.47
1906,57A03/C1/C/14,76.2083,15.4583,48.15,24.96,8.69,0.05,0.75,0.47,0.27,1.81,0.77,0.06,404.8,21.1,9.2,101.8,29.2,21.9,68.1,17.6,118.7,75.8,35.4,536.7,6.5,73.9,27.8,37.2,74.99,152.35,14.64,47.36,6.84,1.29,5.36,0.77,4.1,0.72,2.11,0.32,2.08,0.33,14.32,0.81,0.96,312.49
2706,57A2/A3/C/15,76.0417,15.5417,51.23,21.44,8.32,1.04,1.15,1.7,0.07,0.49,2.37,0.1,588.1,11.3,7.8,77.8,24.5,1,29.2,16.7,62,127.5,3,755.3,23.8,92.9,22.8,19,42.59,104.9,9.64,34.63,6.12,1.37,0.84,5.18,5.05,1.07,2.82,0.45,3.28,0.43,14.9,0.85,2.46,213.19
2709,57A2/B3/C/15,76.125,15.5417,56.61,14.32,4.74,0.67,5.17,2.33,0.09,1.54,2.51,0.08,412.3,10.1,10.3,90.9,10.4,4.5,37.2,19.5,46.4,150.7,2.5,377.5,14.2,86.9,21.6,17.3,101.25,249.05,20.41,66.07,11.11,1.94,1.39,8.79,7.78,1.43,4.44,0.67,4.49,0.75,40.49,1.09,4.91,470.78
2856,57B16/A1/C/14,76.7733,14.1983,54.68,19.54,7.17,0.8,3.11,1.15,0.08,0.94,1.55,0.06,270.6,13.5,15.7,91.1,9.5,15.3,50,14.4,77.7,109.2,34.6,616.9,2.5,75.8,29.8,38.7,38.5,81.92,9.36,36.45,6.96,1.53,7.05,1.14,7.09,1.44,4.79,0.7,5.2,0.85,20.95,1.31,1.87,201.84
2862,57B16/C1/C/14,76.9194,14.2086,49.46,20.98,9.89,0.86,1.75,1.63,0.14,0.84,1.33,0.06,482.5,16.5,15.6,116.8,10,11.8,101.3,29,67.4,101.1,29.1,385.4,2.5,140.4,49.1,44.4,47.87,83.15,9.75,35.26,5.74,1.43,4.99,0.75,4.34,0.83,2.31,0.38,2.52,0.36,11.68,0.77,0.25,198.93
2859,57B16/B1/C/14,76.8381,14.2206,54.22,20.57,7.4,0.66,1.66,1.7,0.3,2.22,1.55,0.04,171.7,15.4,9.2,54,8.1,24.1,26.9,9.6,76,116.7,21.4,245,6.1,65.2,17.2,52.5,46.35,65.75,8.79,29.7,4.73,1.08,3.98,0.6,3.26,0.62,1.62,0.27,1.85,0.28,9.6,1.09,0.6,168.28
2864,57B16/C3/C/14,76.9206,14.0497,59.18,18.61,6.79,0.65,1.26,0.98,0.09,0.96,2.59,0.08,532.4,15.2,13.2,89.1,11.5,18.4,38,15.2,97,92.8,44.2,593.9,5.8,70,34.1,51.2,39.5,58.91,9.82,36.48,7.33,1.44,7.9,1.31,8.1,1.65,5.28,0.8,5.49,0.85,19.44,1.04,0.75,183.55
2858,57B16/A3/C/13,76.7606,14.0486,55.43,18.01,7.54,0.78,3.17,1.65,0.09,1.37,0.98,0.12,327.5,13.9,17.6,139.7,4.1,11.9,60.5,20.8,56.4,152.7,27.2,384.5,2.5,104.4,44.7,39.8,14.64,29.77,3.35,13.73,3.28,1.26,3.61,0.56,4.13,0.98,2.44,0.44,2.93,0.46,12.81,0.82,0.03,81.02
2861,57B16/B3/C/14,76.8825,14.0764,57.58,20.34,6.25,0.71,1.46,0.9,0.07,1.4,1.92,0.07,361.5,13.3,10.1,91.7,6.4,21.3,32.9,13.3,95.9,114.5,23.6,556.7,7,62,27.9,43.2,28.46,51.85,5.88,21.61,4.07,1.01,4,0.63,4.32,0.82,2.66,0.43,3.1,0.51,21.49,1.67,3.61,128.72
2863,57B16/C2/C/14,76.9425,14.0969,43.74,21.78,15.52,0.62,0.86,0.9,0.8,0.23,1.68,0.07,386,17,10.8,93.6,6.5,9.9,45.4,9,79.7,55.1,21.3,301.9,2.5,158.2,57.5,34.6,17.27,24.85,3.93,14.72,2.79,0.75,2.63,0.43,2.84,0.55,1.69,0.32,2.28,0.34,7.42,0.82,0.54,74.96
2860,57B16/B2/C/14,76.9086,14.0989,52.12,20.65,8.97,0.8,1.67,1.24,0.09,0.86,1.44,0.06,347.5,14.7,16.8,121.2,8.5,19.3,82.3,22.7,75.4,89.5,33.2,412.9,2.5,118.7,71.8,51.7,28.87,57.33,6.71,25.32,5.19,1.36,5.44,0.95,5.69,1.22,3.65,0.59,4.17,0.67,13.85,1.45,1.91,146.21
2857,57B16/A2/C/14,76.7944,14.1228,49.48,21.23,10.74,0.53,0.69,0.95,0.03,0.24,0.74,0.06,109.6,15,12.4,146.9,6.4,13.7,204.1,15.2,54.8,66.6,6.9,119.2,2.5,302.8,21,35.1,15.05,39.14,3.52,13.64,2.42,0.69,2.42,0.38,2.61,0.53,1.6,0.25,1.66,0.25,4.81,0.46,2.74,83.78
2181,57B12/2C/C/12,76.732,14.1481,53.59,17.98,5.68,0.66,5.68,1.25,0.06,1.08,1.58,0.06,400.1,18.4,15.5,76.9,7.5,21.2,34.3,10.6,68.8,188,21,279.5,7.5,57.4,32.7,44.1,48.43,74.51,9.08,30.47,5.11,1.38,0.68,4.39,3.85,0.68,1.95,0.33,2.17,0.33,9.15,1.36,2.22,178.97
2177,57B12/1B/C/13,76.6444,14.2155,56.83,18.86,6.41,0.73,1.57,1.5,0.07,1.45,1.93,0.06,442.7,18.7,10.6,90.4,6.8,14.4,38.2,12,68.5,142.2,21,264.3,6.8,180.4,34.7,45.2,46.33,83.7,8.89,30.36,5.04,1.49,0.7,4.5,3.99,0.73,1.97,0.33,1.95,0.33,9.04,1.45,2.19,185.81
2178,57B12/1C/C/13,76.706,14.2225,48.21,20.19,10.64,1,3.88,1.66,0.13,1.14,1.06,0.06,387.7,18,24.9,191.2,2,13.5,109.1,32.2,43.9,140,30.2,159.2,6,137.8,101,42.1,13.56,28.15,3.8,16.4,4.43,1.48,0.96,5.16,5.93,1.12,3.36,0.51,3.44,0.55,6.03,1.42,1.67,83.69
2184,57B12/3C/C/12,76.6969,14.036,55.97,19.28,6.92,0.71,1.98,1.54,0.08,1.24,1.55,0.04,371.6,17.9,12.7,97,4.9,18.3,85.8,16.7,64.5,148.1,29.5,252.3,7,128.1,50.8,43,36.52,55.44,7.27,25.81,4.65,1.32,0.65,4.43,4.39,0.79,2.55,0.38,2.46,0.39,8.17,1.07,1.48,142.62
2183,57B12/3B/C/12,76.643,14.0738,60.1,17.33,5.87,0.6,2.37,1.72,0.06,1.55,1.98,0.08,351.8,11.8,12.2,74.6,8.1,15.1,34.2,12.4,78.4,133.9,31.7,250.9,9.5,58.1,30.3,49,28.12,62.38,6.42,23.76,4.74,1.22,0.84,5.03,5.88,1.08,3.62,0.6,3.61,0.63,6.99,1.66,1.72,142.9
2180,57B12/2B/C/13,76.6639,14.1284,48.56,21.27,11.6,1.05,1.82,2.23,0.12,0.54,1.74,0.07,263.8,16.5,19.9,162.6,9.7,13.2,84,26.7,90.3,89.3,62.5,370.6,13.6,112.2,67.9,48.9,51.19,106.75,12.08,45.67,9.38,2.02,1.6,10.3,11.47,2.22,7.25,1.12,6.79,1.13,12.78,2.04,3.06,258.67
7585,57B/14/A3/C/14-15,76.7993,14.5046,59.29,18.91,6.08,0.66,1.96,2.12,0.09,1.37,2.88,0.07,370,11.7,9.3,84.5,10.8,8.2,94,20.4,56.6,159.7,2.5,590.9,19.2,185.7,19,10.5,61.45,146.95,14.01,50.68,9.57,1.39,1.36,8.62,8.35,1.6,4.99,0.77,5.18,0.91,24.17,1.13,4.61,307.21
7586,57B/14/B3/C/14-15,76.8457,14.5323,67.87,14.45,3.92,0.57,2.76,1.58,0.07,1.97,2.3,0.07,301.5,7.7,6.3,62.9,4.1,7.4,33.9,14.6,19.7,176.3,2.5,307.3,11.4,99.8,11.7,5,17.19,36.11,3.86,13.42,2.52,0.73,0.35,2.43,2.52,0.5,1.51,0.24,1.63,0.29,10.81,0.51,1.38,80.87
7583,57B/14/B2/C/14-15,76.8604,14.6296,52.88,18.93,5.78,0.77,4.55,1.76,0.06,0.54,2.09,0.07,334.2,10.2,11.4,65.8,11.5,6.3,27.2,13,46.4,132.9,2.5,389.6,14.3,84.3,18.4,12.2,46.92,97.36,10.23,35.69,5.74,1.19,0.68,4.5,3.78,0.64,1.89,0.28,2.09,0.31,13.35,1.09,2.28,206.8
7582,57B/14/A2/C/14-15,76.8084,14.6565,60.46,19.12,4.84,0.66,1.95,1.53,0.05,1.2,2.87,0.05,418,10.6,9.8,57.3,14.4,4.3,36.9,18.7,67.1,142.8,2.5,502.1,15,103.9,15.6,9.7,48.54,78.07,10.3,34.31,5.93,1.2,0.83,5.23,4.38,0.79,2.53,0.39,2.27,0.37,17.4,1.13,6.02,189.91
2139,57B1/C/C3/12,76.2141,14.7858,52.83,14.35,6.98,0.91,6.12,3.6,0.1,3.48,1.87,0.21,391,20,11,114,12,14,24,15,86,485,21,269,18,32,80,97,71.74,187.77,17.13,61.74,10.83,2.39,1.18,7.97,5.94,1.05,2.91,0.43,2.63,0.42,11.11,1.16,2.12,366.16
2167,57B08/A1/C/13,76.2917,14.2083,60.58,19.19,5.73,0.49,1.06,1.08,0.05,1.62,2.91,0.04,372.5,20.2,10.1,54.3,20.8,27,19.7,11,150.1,74.7,49.6,371.6,15.9,41,24.3,59.1,63.71,164.59,13.58,48.38,9.14,1.46,1.61,8.99,9.65,1.84,5.59,0.87,5.25,0.81,13.32,1.38,2.48,326.48
2140,57B02/45C/C/12,76.0408,14.5676,67.03,18.8,2.44,0.39,1.03,0.33,0.02,1.73,4.16,0.04,508.4,20.4,7.7,54.2,7.9,28.9,7.6,3.5,136,212.5,17.9,165,7.1,37.7,14.6,20.7,40.51,58.69,9.3,34.12,6.73,1.51,0.95,6.41,5.91,1.08,3.29,0.52,3.16,0.48,5.64,1.1,6.81,166.25
2142,57B02/63A/C/13,76.1182,14.5794,57.8,18.72,5.97,0.61,2.2,1.6,0.08,1.48,1.29,0.04,303.5,13.2,12.6,88.6,8,14.8,58.3,19.2,50.2,127.4,14.8,154.1,5.8,89.6,46.5,30.2,23.54,41.01,5.11,18.18,3.63,1.02,0.54,3.4,3.28,0.58,1.93,0.3,1.94,0.31,5.18,0.79,1.65,101.37
2144,57B02/99D/C/13,76.0103,14.6369,52.09,19.68,12.56,0.77,0.34,1.21,0.09,0.09,0.99,0.06,166.4,14.6,14.1,196.4,6.3,11.7,127.4,50.3,53.5,18.3,16.9,109.5,9.3,252.1,62.3,27.9,20.7,172.28,4.97,18.28,4.21,0.85,0.8,5.07,5.33,1.07,3.59,0.54,3.79,0.58,4.94,1.46,1.82,236.99
2147,57B02/142D/C/13,76.0368,14.6973,63.98,16.96,4.31,0.39,1.52,0.77,0.04,2.65,3.95,0.05,657.6,18.5,9.3,44.8,40.7,23.4,58.4,9.7,143.6,81.3,89.7,295.9,23.7,96.9,10.4,58.2,109.06,260.19,21.75,75.54,15.8,1.79,3.06,18.46,21.67,4.29,14.38,2.27,14.29,2.28,10.29,3.89,6.16,546.37
2199,57F3/C6/SS/13,77.225,14.406,54.51,21.07,7.19,0.79,1.27,1.33,0.06,0.98,1.89,0.06,290,20.2,10.4,91.2,26.5,24.3,59.6,17.2,96.7,146.9,36.4,467.5,17.7,89.6,38.6,44.7,84.19,160.57,17.36,61.88,12.14,1.39,1.69,10.92,10.08,1.81,5.03,0.7,4.39,0.69,19.6,1.38,4.75,361.92
2196,57F3/C3/SS/13,77.223,14.317,49.91,15.34,4.69,0.69,10.51,1.46,0.05,1.5,1.8,0.09,347,16.4,18.1,65.7,35.7,8.3,30,8,72.4,266.9,26.7,514.7,20,61.1,31.1,25.9,78.85,129.19,15.06,51.79,8.73,1.56,1.1,7.37,6.48,1.21,3.52,0.57,4.14,0.68,20.82,2.37,8.82,302.88
2326,57E2/VI/C/05,77.2353,15.6636,54.98,13.44,3.86,0.5,9.73,1.09,0.06,0.89,2.14,0.08,366.1,19.8,20.4,57.9,54.4,53,22.2,8.1,134.4,163.4,27.4,363.8,15.5,37.6,18.9,55.4,98.19,152.74,18.53,64.24,10.39,1.95,1.23,8.37,6.2,1.25,3.38,0.53,3.24,0.42,9.94,1.68,11.8,362.29
2237,57F07/008/C/12,77.3811,14.4803,59.88,18.54,5.9,0.92,1.13,0.82,0.06,1.64,2.03,0.08,619.4,15.1,9.1,123.8,5.6,13.5,50.4,13.1,48.8,172.9,20.2,398.9,5.5,86.4,24.2,28.9,47.41,77.5,8.38,28.72,4.6,1.27,0.57,3.83,3.41,0.63,1.86,0.3,2.02,0.34,11.23,0.36,1.36,177.01
2236,57F07/007/C/12,77.3059,14.4509,57.84,17.89,7.85,0.87,2.54,1.11,0.07,1.82,1.15,0.09,341.9,22.8,10.3,89.6,20.4,12,32.7,15.6,37,281.7,231.5,2133.4,32,67.6,31.4,40.8,115.98,237.94,43.57,164.09,42.41,6.17,9.06,52.9,63.04,12.25,34.96,5.25,33,5.13,102.57,2.17,8.18,772.85
2234,57F07/005/C/12,77.3435,14.3802,49.11,16.48,7.55,0.99,7.03,2.47,0.08,1.38,1.32,0.12,703.7,13.6,19.6,119.2,10.5,21.2,59.5,20.5,49.6,338.3,23.7,428.4,12.9,94.1,35.7,47.2,61.75,121.42,14.42,53.35,9.53,2.4,1.09,7.86,6.37,1.16,3.27,0.51,3.26,0.54,14.24,0.7,1.84,279.07
2235,57F07/006/C/12,77.4236,14.4021,53.01,17.25,9.26,0.93,4.02,3.33,0.13,1.86,1.8,0.19,472.4,14.5,21.6,147.4,24.5,21.8,97,33.4,79.7,221.4,51.5,572.8,23,226.9,61.6,62.1,108.64,192.83,23.6,83.46,14.19,2.87,1.81,12.07,10.93,2.01,5.86,0.93,6.27,0.99,17.32,1.94,6.74,454.39
2238,57F07/009/C/12,77.4379,14.4243,58.59,17.77,5.49,0.69,2.33,1.34,0.06,1.84,2.74,0.07,972.7,19.7,11.8,57.9,19.1,18.5,22.8,9.1,87.1,242.9,42.6,927.1,16,51.1,19.7,45.9,97.86,164.12,19.81,69.87,12.1,2.66,1.71,11.08,10.5,1.95,5.88,0.89,5.81,0.96,28.29,1.04,5.03,394.12
2230,57F07/001/C/12,77.2588,14.2858,60.54,19.38,5.04,0.5,0.64,0.82,0.03,1.13,2.49,0.07,469.6,16.6,7.4,73.5,17.9,18.2,41.7,8.7,113.9,116.3,31.5,377.5,13.4,70.2,25.2,25,56.29,141.28,11.25,37.51,6.35,1.18,0.87,5.39,5.48,1.05,3.06,0.48,3.28,0.54,12.15,1.1,3.03,268.62
2231,57F07/002/C/12,77.2588,14.3261,56.96,18.77,6.62,0.98,1.68,1.22,0.07,1.15,3,0.08,759.6,18.9,11.9,109.1,15.3,25.5,42.8,13.5,121.6,251.2,36.6,1455,18.7,74.7,34,40.6,73.39,162.26,16.22,58.89,9.87,2.4,1.34,8.58,8.39,1.61,4.9,0.83,5.75,0.98,43.15,1.16,4.54,346.83
2380,57E8/008/C/06,77.4072,15.2139,51.72,22.39,8.33,0.96,2.66,1.1,0.09,0.98,0.69,0.12,440.7,27.8,15.9,139.4,7,10.3,26.1,15.8,26.4,358,17,738,5.8,41.3,31.5,60.9,40.2,88.91,11.19,48.42,8.46,3.19,0.99,7.37,4.7,0.95,2.43,0.39,2.59,0.4,23.35,0.43,1.23,212.82
2378,57E8/006/C/06,77.4589,15.115,57.28,19.51,5.88,0.75,1.72,1.46,0.13,1.27,2.29,0.07,708.9,27.6,10.9,85.1,22.1,23.1,20.3,12.1,109.7,279,23.4,627,16.8,37.4,57.5,74.7,94.41,163.62,18.22,66.4,9.8,3.06,1.06,7.86,4.97,0.97,2.59,0.43,2.97,0.46,20.87,1.05,3.76,368.96
2375,57E8/003/C/06,77.4278,15.0192,60.47,17.59,5,0.51,2.8,0.87,0.06,1.8,2.26,0.08,895.2,22.6,10.8,70,9.3,14,19.8,9.8,45.4,268,10,671,1.3,25,23.7,44.3,42.13,82.47,7.94,30.28,4.87,1.73,0.54,4.07,2.54,0.5,1.29,0.2,1.33,0.22,21.1,0.25,1.52,176.04
2374,57E8/002/C/06,77.3947,15.0244,63.85,15.88,4.91,0.54,3.1,1.11,0.06,2.16,2.36,0.1,653.9,22.1,15.4,83.7,8.7,13.4,24.2,14.4,77.3,285,14.3,599,6,54.1,23.6,40.5,24.24,48.77,5.27,21.4,4.15,1.61,0.55,3.73,2.85,0.61,1.68,0.27,1.78,0.28,18.02,0.66,1.88,113.46
2705,57A2/A2/C/15,76.0417,15.625,50.44,23.22,7.18,0.83,0.62,0.85,0.06,0.29,2.85,0.09,292.9,14.5,6.5,94,17.8,1,46.4,20.6,80.5,81.5,2.5,797.2,22.5,106.2,21.8,5,55.74,123.42,11.04,40.54,6.14,1.45,0.97,5.52,5.58,1.09,2.72,0.48,3.39,0.55,23.23,1.24,3.37,253.11
2704,57A2/A1/C/15,76.0417,15.7083,51.89,23.94,6.96,0.73,1,0.82,0.05,0.5,2.78,0.08,422.3,14.7,8.6,79.1,19.1,1,34.3,20.2,66.1,81.8,2.5,646.2,15.7,91.8,24.5,5,180.08,278.64,30.13,98.42,13.63,2.27,1.39,9.89,7.4,1.23,3.05,0.51,3.01,0.43,22.81,0.69,2.69,620.19
2708,57A2/B2/C/15,76.125,15.625,55.5,22.27,5.93,0.78,0.8,0.81,0.06,0.76,2.89,0.06,397.1,11.9,6.9,73.7,13.1,3.7,33.2,12.7,69.6,105.6,3,1020,19.7,88.2,20.3,10.9,71.49,167.57,14.7,48.75,8.73,1.57,1.13,7.16,6.39,1.2,3.53,0.58,3.66,0.61,24.75,0.91,3.62,329.91
2707,57A2/B1/C/15,76.125,15.7083,54.09,22.38,6.33,0.69,0.94,0.85,0.04,0.58,2.87,0.08,377.8,12,6.7,88.3,15,4.8,37.5,16.7,63,114.3,2.5,581.7,15.8,92.9,23.6,5,72.32,189.19,15.35,52.06,9.28,1.55,1.24,7.61,7.08,1.37,4.37,0.72,4.71,0.73,27.39,1.74,3.83,359.97
2712,57A2/C3/C/15,76.2083,15.5417,57.94,21.64,4.64,0.7,0.78,0.67,0.06,1.17,3.28,0.06,462.1,18.5,4.7,46.6,22.1,1,16.6,13.3,72.7,126.8,3,1394.9,21.5,72.4,11.8,15.3,121.47,272.45,23.89,76.45,12.64,2.21,1.58,9.86,8.66,1.63,4.87,0.8,5.07,0.9,56.04,1.36,5.84,532.62
2711,57A2/C2/C/15,76.2083,15.625,57.25,20.1,5.3,0.76,1.27,1.01,0.06,0.85,3.21,0.21,506.2,13.3,6.3,64.1,18.1,2.2,26.7,16.6,68.9,147.6,3,988.3,19.7,84.2,16.1,18.4,116.77,256.82,23.44,77.28,12.81,2.42,1.42,9.36,7.7,1.39,3.97,0.64,4.33,0.75,38.78,1.25,4.45,509.74
2710,57A2/C1/C/15,76.2083,15.7083,57.14,18.06,5.28,0.78,1.51,1.25,0.06,0.58,3.38,0.08,481.4,11.6,8.5,82.1,13.4,2.6,32,19.6,72,134.7,2.5,730.9,17.5,100.1,19.9,10,305.42,430.9,41.14,124.66,15.6,3.47,1.48,10.76,7.44,1.3,3.98,0.68,4.52,0.81,32.27,1.72,6.37,941.4
2724,57A6/C3/C/14,76.2692,15.5372,52.52,19.25,9.05,0.94,1.66,1.73,0.12,0.96,2.27,0.09,589,11,13,136,44,1,28,28,67,104,2.5,583,20,109,42,22,157.94,321.47,32.07,104.38,17.81,2.44,1.78,12.24,7.73,1.31,3.32,0.46,3.13,0.51,24.37,0.69,8.67,654.35
2723,57A6/C2/C/14,76.3033,15.6275,55.05,20.11,6.84,0.95,2.1,1.18,0.1,1.16,2.72,0.11,818,27,13,94,25,2.9,41,20,115,295,8.1,809,23,114,27,30,106.54,205.56,21.55,77.19,13.35,2.63,1.41,9.98,7.23,1.21,3.12,0.49,3.18,0.5,27.34,1.1,3.18,443.96
2358,57E6/004/C/07,77.375,15.7083,53.47,22.1,6.9,0.65,0.87,0.86,0.03,0.22,3.49,0.16,492.4,27.7,5.32,147.6,35.4,31,44.4,15.8,187.6,126.61,20.6,332.73,21.4,68.1,15,46.2,66.66,117.12,11.7,38.73,5.72,0.8,0.58,4.19,2.56,0.51,1.27,0.21,1.36,0.21,10.84,1.1,11.37,247.43
2215,57F5/004C/10-12,77.2661,14.8875,67.03,16.08,4.04,0.73,2.01,0.72,0.06,3.53,3.25,0.07,601.4,20,9.1,78.9,10.6,22.5,10.3,8,96.7,196,33,1630.1,16.5,90.6,6.5,40.5,46.2,113.19,8.77,32.11,5.8,2.03,0.87,5.55,4.85,1.13,3.33,0.59,4.21,0.7,50.22,0.69,2.97,223.78
2218,57F5/007C/10-12,77.3089,14.9236,55,20.74,6.03,0.71,1.73,1.27,0.06,1.36,1.86,0.06,399.2,25.5,10.2,84.6,11.6,24.6,31.9,17.4,82.2,209.1,25,293.1,13.6,60.5,25.7,75.1,36.28,79.81,7.66,30.04,5.82,1.75,0.86,5.59,4.64,1.01,2.77,0.46,3.03,0.44,10.47,1.32,2.67,174.57
2212,57F5/001C/10-12,77.2706,14.7972,47.85,22.05,11.23,1.33,2.01,1.33,0.1,1.09,1.11,0.12,703.9,33.5,19.8,178,5.6,22.7,46,25.5,39.6,248.6,48.4,1206.5,16.6,80,41.5,84.4,86.19,166.57,18.02,71.56,12,3.97,1.6,11.03,7.85,1.66,4.36,0.69,4.31,0.67,40.54,0.61,1.47,379.45
2228,57F/6/003/C/2011-12,77.4708,14.5533,53.09,22.81,6.94,0.74,1.37,1.07,0.04,1.15,1.65,0.06,484.9,26,9.3,73,13.9,22.9,19.8,13.1,70.3,149.8,14.6,422.7,13.2,60.7,17.6,68.8,43.98,87.36,8.52,29.79,4.74,1.34,0.51,3.56,2.67,0.5,1.42,0.21,1.39,0.24,7.04,0.79,1.48,182.67
2222,57F06/006/C/10/13,77.475,14.65,52.03,20.39,9.22,0.98,2.48,1.98,0.09,1.16,1.21,0.08,580.2,19.6,16.1,138.4,10.4,17.8,65,20.9,43,216.2,13.7,394.9,11.5,151.4,52.7,71.8,43.05,88.89,8.97,33.49,5.63,1.7,0.64,4.56,3.36,0.63,1.86,0.28,1.83,0.3,15.21,0.71,1.33,190.63
